X,Y,Z,Accelerometer
-1.0992891792927406,1.5243316739296295,-1.4300566299975737,3.065638864937794
-0.5084489936103127,-2.06343278790275,0.04638791927373198,3.5360942220784084
2.5701167216809644,0.05807698236225978,-0.7277979207825056,3.3823659102317487
-0.41022149652868745,0.7957133887789842,-2.090474740030669,3.118736469681456
-2.388320389960863,0.2511930790748047,1.1592007458163565,3.777020341357641
2.085196607666986,-0.7012128663281247,1.6259300399175345,3.44268517566561
1.4319050774991577,1.963505869705715,1.1861303717364207,3.3787525504168268
1.1855885373036843,1.6588944171805249,1.8831212104765163,4.273450373709613
1.4460686330118993,-2.3287583930378073,1.6934502312035402,4.55886775277231
0.054591532272493026,-2.8270641861185086,-2.617948885333888,4.797924440548707
-0.27481725348563657,-2.3286207393502045,0.13682559991736687,3.3750588710651126
-1.1358979234339484,-1.6549321348604529,1.5014838227348983,3.7378547415382113
-2.3555405171337593,-0.39461573728376065,-2.3441699356713923,4.418523615835242
-0.7711998000574245,0.401814890762795,-1.933904152634206,3.400453246416383
-1.2225416382350258,-1.0300620767361233,2.3332936946946923,3.4079970091813876
-0.3493419388444008,-1.2506030307211362,-0.10090834154095818,2.3813794633598806
-0.452837748931628,-1.4517975062092834,-1.8673993520013188,3.697756024305777
0.8751363208305083,-2.87061385038715,-1.965473545828179,4.82195090150453
2.7616812844799554,0.3159530510606272,0.23719293260192043,3.32455026382254
-1.2725020485693812,-2.4262172716751165,-2.7095033331492075,4.649209720777543
0.4604728311989357,-1.339912738579281,-0.26741305523655834,2.3698552258333905
0.03248552615783229,0.7271392417414244,-2.9698650659579693,3.6704853044312453
-0.7507791183430297,0.05659492379056541,-2.9585708375935686,3.778145552218941
0.07894754437973006,1.5530586580250665,2.3839394790066324,4.061599748617526
1.1955236433408611,-2.5713678675266243,2.0706318652279023,4.646435916271735
2.0715812800179503,-1.3527656093728335,-2.0436542748745627,4.270715429337008
1.154529407709747,-1.9665325346885645,-2.359014050053088,3.8864258874117956
-2.6221478655259514,-2.1584551917347534,1.682454080809702,4.949082027559607
-2.4974635299908687,1.5295230393130064,-0.7477003419125543,3.8971057295739238
-0.085923234391033,1.4867826323565163,0.008771572009790507,2.6124720380301722
-0.8167044039345823,2.4237556924953108,-1.067449492461532,3.2802642413649363
-2.462383236389276,-0.7373741980972941,-0.022663438773559363,3.5115813393701423
2.071347623756165,0.47306813873143483,-1.272897376548172,3.5635196169477332
2.4612559703874695,-0.8298467091738511,-0.1672539611646262,3.6743805333089092
2.997739363420406,-0.21554431508905036,2.4574009271293713,4.864999625204279
-0.17218385247564516,2.9725105178604476,-2.0477521117066937,4.922799758863965
-2.544067165383389,-1.2619764785208685,-2.2429880445635515,4.45791082118042
1.217496411742398,-0.07534802950921904,-1.5882050565805725,2.8208707605863226
-0.8500428860313738,-2.6897338824730097,-0.7206189513885057,4.141723375190779
-2.615065342489912,-0.7588816198833337,0.4134963705421786,3.6476172932823507
-1.2036661691752737,0.19254852639469622,-0.4245985159733596,2.2891950609865868
0.929590624297969,-0.9689831740131121,-2.256931558098136,3.353751403121329
-1.4460474562826182,0.03502060277231056,0.7559083446715151,3.038448640788583
-2.63483521705821,0.04841985607636268,-0.39753912981110817,3.844137276245751
-2.552226566408035,0.49846974809399835,-1.7620691473005439,4.461747881297231
0.7912473937729669,2.4139903685294355,0.27022583339382855,3.5386269714257508
2.3608849537431675,-2.570333825560923,0.4628087660687892,4.053675946704518
-2.5547116925104323,1.2711409819436925,0.6009708636430551,4.018013034792979
0.40332695920287565,1.9605450332943217,-1.0948971081977403,3.081893811418916
0.05009729823152753,2.3273611778119747,-2.336983419677784,3.919373495083756
0.37749723747774677,2.5775850167747425,0.3368237048120455,4.04076538600704
-0.2734004556115024,-0.5831961948106237,-2.726204565373415,3.5966645535551214
1.2899996975487715,-1.48195325627081,-0.06034881585080765,2.5663151886855773
-0.8776080992969462,-2.7999523289151824,-1.5684007780331157,3.8702181053202587
-0.4919447389665885,-1.254757413338705,-0.06920927187377757,2.45613451741942
-2.3034337147365926,-0.31399566647205823,1.4842115084533916,3.9615606927726246
-1.2748622090128126,-1.4749001716261914,-1.690863982345855,3.8348757577785024
-1.3145866822408143,2.9671549750647914,-1.7462653308392,5.036029328529118
0.8473946694845509,1.2857456430771839,-0.8760714476158755,3.059534277458314
-0.49736115423794347,2.6274286804138285,-0.6130544471606258,3.2572126878544294
1.3816107430001523,-2.92988041879489,1.976487446608913,4.431703999263995
2.683536525874593,-1.46166009279026,-0.2103656097439086,3.875147181847169
-0.5687740869110707,-1.1153940150097137,-2.8823135344146773,3.9076357251186282
0.1698962363980452,0.8227258897153238,1.7258695261263783,2.8774450512650938
-1.6770425011933352,-2.365092843245991,-2.6954903167681987,4.464452611872747
1.4754525834740946,-0.1857702373426786,1.0295849737350915,2.937993270862832
-2.0474421826349167,-2.7934315516259565,-0.4339246302362003,4.935448172259145
-0.16439480959429087,-0.8699987554185684,-2.450580230786869,4.008187162792622
2.4300724424494202,2.2012257167196996,-0.6721275320265132,4.038454241650484
0.08990775016669783,-2.442160962596016,1.6189888608820615,3.723372247659134
-2.301019258969113,-1.0511841570621365,-1.8977188799996951,3.6969218963229875
2.2113608581633315,1.244046399403178,-2.3146809483606017,4.0085854224864566
2.268346072911685,2.623178811659625,-0.8037249968714528,4.917090188944121
-0.9844466056501897,-1.8266767613100983,-0.8893696341403095,3.014365239914951
-2.2504134350470553,-2.3518126837781814,2.1514426538302196,5.375333028175412
-1.6542927774130924,-1.4748249858827036,-0.09589188687308692,2.9711812401439057
1.166399060009777,-1.792185009259862,0.15275353327773722,3.2517640389596307
0.2105684081274246,1.78993692966763,-1.3360216409951053,3.368754685063378
-2.2066792833261832,-2.9130054103634095,-1.6473062030615508,4.699720349874724
-2.075233547880547,-2.1931370253340994,1.0871555772026182,3.725013016263709
0.24226985230253462,1.524726867890724,-0.3221904463906755,2.8976031668564706
0.2768743440824455,-1.4215682639789955,-0.7832862477858464,3.0510383210737
0.9153866657087093,-1.8146043711022608,-1.0833653935356164,3.7185684103285093
-2.005733338403549,-1.5039344714779157,-0.2252466624575593,3.757343020862013
1.2452279782025304,-1.442971229954862,1.2602828701019924,3.6603513814772177
-2.1056412174585777,-0.22438509802570739,0.029463978722283457,3.523024243366775
-0.22984914231716225,-1.0125867238235995,-2.109383997687841,3.619509021692276
2.7264091920373392,2.510575642926364,2.595307748760563,5.839248571549161
-0.9174075892772962,0.515994270154394,2.6296943278072202,4.191941488829061
-2.869140124198166,-2.761027887452287,-1.5908847117594271,5.2287476494989304
0.6268555413420098,-2.6846914894159006,2.847876992235128,4.482761584368885
-0.06645663475146346,0.9646501550913422,-1.109937379327453,2.526753927758681
1.0450235144514197,-1.4950174301334385,-1.1761347495687815,2.9411345363399843
0.03907812914031705,-2.9271325796436063,-2.3425755739799685,4.737683869467878
2.3263403747907008,-0.18803646272778796,2.160018545029791,4.56658475733523
-0.4898111737459945,-0.8334825123549585,1.8673867267319588,2.665841451256517
-0.8499001081693267,-2.7463676906118115,-1.2436812945051918,4.53288707207612
0.3498442009450544,-1.0432356914704122,2.90279339069599,4.433279165100122
1.4745787037032922,-2.2373724604198113,0.7199872518217822,3.8087566381213507
-2.527387533503707,-1.1389631231339177,1.863893428217093,4.395356068145315
1.5890365039110357,-2.7212223522264676,-2.385751333812385,5.26573238099403
2.9364826327234876,2.1652449980066955,-1.8966331431980477,5.193485821040817
0.27856055797581014,1.697159074869095,-1.6869041286967372,3.5137192861820883
2.483245278730254,-2.1227060575305505,0.620691285158947,4.34279770748181
-2.5671051850415925,-2.6925324227827563,1.1839555049933708,5.100138270606799
0.547006328803858,1.2288481907922044,0.08717732980940518,2.224685523920261
-0.9882180146545574,1.30147495558192,-1.9220055055413743,3.4763465825590383
